"b","xL","x_kappa","x_lambda","xU","converged","message"
-1.5,-0.967692420036822,0.0130089641045072,0.676720109004308,1.37910985184304,TRUE,"Function criterion near zero"
-1.49,-0.973694497794617,0.00504054824349635,0.668867474559115,1.3726906765782,TRUE,"Function criterion near zero"
-1.48,-0.97971386289234,-0.00293027318169187,0.661013064846617,1.36628175917471,TRUE,"Function criterion near zero"
-1.47,-0.985750275963585,-0.0109033593147549,0.653157022804427,1.35988330352378,TRUE,"Function criterion near zero"
-1.46,-0.991803498055194,-0.0188785694140837,0.645299491252944,1.35349551376533,TRUE,"Function criterion near zero"
-1.45,-0.997873290653698,-0.0268557628599107,0.637440612888052,1.34711859427441,TRUE,"Function criterion near zero"
-1.44,-1.00395941571084,-0.0348347991613661,0.629580530273908,1.34075274964755,TRUE,"Function criterion near zero"
-1.43,-1.01006163566816,-0.0428155379634411,0.621719385835837,1.33439818468869,TRUE,"Function criterion near zero"
-1.42,-1.01617971348078,-0.0507978390538699,0.613857321853296,1.32805510439495,TRUE,"Function criterion near zero"
-1.41,-1.02231341264017,-0.0587815623698887,0.605994480452966,1.32172371394197,TRUE,"Function criterion near zero"
-1.4,-1.02846249719623,-0.0667665680049311,0.598131003601903,1.315404218669,TRUE,"Function criterion near zero"
-1.39,-1.03462673177849,-0.0747527162152511,0.590267033100765,1.3090968240636,TRUE,"Function criterion near zero"
-1.38,-1.04080588161651,-0.0827398674264518,0.582402710577132,1.30280173574604,TRUE,"Function criterion near zero"
-1.37,-1.04699971255957,-0.0907278822399641,0.574538177478865,1.29651915945328,TRUE,"Function criterion near zero"
-1.36,-1.05320799109556,-0.0987166214394503,0.566673575067563,1.29024930102262,TRUE,"Function criterion near zero"
-1.35,-1.05943048436925,-0.106705945997177,0.558809044412003,1.28399236637483,TRUE,"Function criterion near zero"
-1.34,-1.06566696019975,-0.114695717080294,0.550944726381734,1.27774856149705,TRUE,"Function criterion near zero"
-1.33,-1.0719171870974,-0.122685796057116,0.543080761640602,1.2715180924251,TRUE,"Function criterion near zero"
-1.32,-1.07818093428001,-0.130676044503319,0.535217290640403,1.26530116522542,TRUE,"Function criterion near zero"
-1.31,-1.08445797168842,-0.138666324208147,0.527354453614501,1.25909798597649,TRUE,"Function criterion near zero"
-1.3,-1.09074807000152,-0.146656497180551,0.519492390571521,1.2529087607499,TRUE,"Function criterion near zero"
-1.29,-1.09705100065068,-0.154646425655332,0.511631241289025,1.24673369559076,TRUE,"Function criterion near zero"
-1.28,-1.10336653583363,-0.162635972099244,0.503771145307216,1.24057299649772,TRUE,"Function criterion near zero"
-1.27,-1.10969444852781,-0.170624999217108,0.495912241922664,1.23442686940243,TRUE,"Function criterion near zero"
-1.26,-1.11603451250318,-0.1786133699579,0.488054670182007,1.22829552014848,TRUE,"Function criterion near zero"
